MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.4	MASTER_WP4_FFoQSI_1	DC18-F-AR	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1690974	33	64486	64.6875	0.0	0.462460097
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.12	MASTER_WP4_FFoQSI_1	DC18-F-BR	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1885334	34	69662	78.4375	0.0	0.462000367
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.13	MASTER_WP4_FFoQSI_1	DC18-F-AR	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1500621	137	16237	91.12318841	0.0	0.422507748
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.7	MASTER_WP4_FFoQSI_1	DC18-F-BR	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1553933	149	16014	93.05124224	0.996376812	0.422831615
MASTER_WP4_FFoQSI_1__DC18-032__bin.3	MASTER_WP4_FFoQSI_1	DC18-032	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2217301	211	17248	95.94983005	2.367424242	0.348254026
MASTER_WP4_FFoQSI_1__DC18-04-AC__bin.3	MASTER_WP4_FFoQSI_1	DC18-04-AC	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1772438	157	16912	89.19024371	0.378787879	0.349229705
MASTER_WP4_FFoQSI_1__DC18-04-AR__bin.5	MASTER_WP4_FFoQSI_1	DC18-04-AR	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1542508	127	16675	74.95297806	0.0	0.350377437
MASTER_WP4_FFoQSI_1__DC18-04-BC__bin.5	MASTER_WP4_FFoQSI_1	DC18-04-BC	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1639235	137	17043	77.53918495	0.0	0.348282583
MASTER_WP4_FFoQSI_1__DC18-04-BR__bin.1	MASTER_WP4_FFoQSI_1	DC18-04-BR	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1293764	117	15641	68.05642633	0.0	0.352017833
MASTER_WP4_FFoQSI_1__DC18-F-AC__bin.1	MASTER_WP4_FFoQSI_1	DC18-F-AC	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1733719	137	17068	76.67711599	0.0	0.349250369
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.15	MASTER_WP4_FFoQSI_1	DC18-F-AR	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1801769	170	15603	77.93103448	0.0	0.348745594
MASTER_WP4_FFoQSI_1__DC18-F-BC__bin.5	MASTER_WP4_FFoQSI_1	DC18-F-BC	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1900446	188	16439	86.7285298	0.315656566	0.347996733
