dataset_id	MAG_id	sample_id	SGB_assignment	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
GuronKPG_2019	GuronKPG_2019__SRR7414926__bin.9	SRR7414926	assigned	SGB2563	kSGB	Species	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_scophthalmum	4404300.0	627.0	10120.0	91.09	2.96	0.33
GuronKPG_2019	GuronKPG_2019__SRR7414934__bin.12	SRR7414934	assigned	SGB7695	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_toyonensis	3249835.0	788.0	4883.0	63.23	1.62	0.35
GuronKPG_2019	GuronKPG_2019__SRR7414942__bin.5	SRR7414942	assigned	SGB7697	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cereus	996527.0	298.0	3479.0	52.38	0.67	0.36
GuronKPG_2019	GuronKPG_2019__SRR7414928__bin.9	SRR7414928	assigned	SGB8263	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces_vulgaris	2192274.0	455.0	5840.0	85.43	0.23	0.48
GuronKPG_2019	GuronKPG_2019__SRR7414903__bin.13	SRR7414903	assigned	SGB8263	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces_vulgaris	1601194.0	573.0	2898.0	67.98	0.3	0.48
GuronKPG_2019	GuronKPG_2019__SRR7414945__bin.14	SRR7414945	assigned	SGB10127	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_ludwigii	4043751.0	529.0	11539.0	88.25	2.17	0.55
GuronKPG_2019	GuronKPG_2019__SRR7414912__bin.4	SRR7414912	assigned	SGB10132	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_mori	4411085.0	304.0	24691.0	95.66	0.01	0.56
GuronKPG_2019	GuronKPG_2019__SRR7414946__bin.6	SRR7414946	assigned	SGB10132	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_mori	2457701.0	17.0	240199.0	55.08	0.01	0.56
GuronKPG_2019	GuronKPG_2019__SRR7414929__bin.4	SRR7414929	assigned	SGB10188	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_eucalypti	4293805.0	504.0	17414.0	99.71	0.65	0.54
GuronKPG_2019	GuronKPG_2019__SRR7414926__bin.11	SRR7414926	assigned	SGB10973	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia_sp_BK	4058017.0	283.0	22432.0	92.47	1.71	0.61
GuronKPG_2019	GuronKPG_2019__SRR7414947__bin.15	SRR7414947	assigned	SGB11078	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp_Leaf262	4928337.0	280.0	30495.0	95.29	0.56	0.57
GuronKPG_2019	GuronKPG_2019__SRR7414931__bin.3	SRR7414931	assigned	SGB11084	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified	Hyphomicrobiales_bacterium	2958297.0	1108.0	2696.0	57.32	2.79	0.59
GuronKPG_2019	GuronKPG_2019__SRR7414945__bin.7	SRR7414945	assigned	SGB11084	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified	Hyphomicrobiales_bacterium	2729355.0	984.0	2944.0	50.71	2.36	0.59
GuronKPG_2019	GuronKPG_2019__SRR7414912__bin.3	SRR7414912	assigned	SGB11084	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified	Hyphomicrobiales_bacterium	4009790.0	1162.0	3779.0	69.15	3.29	0.59
GuronKPG_2019	GuronKPG_2019__SRR7414948__bin.2	SRR7414948	assigned	SGB11088	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_fabrum	5068257.0	156.0	53699.0	100.0	0.01	0.59
