MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
MASTER_WP4_CSIC_2__P2599__bin.21	MASTER_WP4_CSIC_2	P2599	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2193323	184	17750	92.73958333	1.71875	0.461111747
MASTER_WP4_CSIC_2__P2615__bin.6	MASTER_WP4_CSIC_2	P2615	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2154817	280	10028	91.51041667	3.875	0.460199172
MASTER_WP4_CSIC_2__P2549__bin.6	MASTER_WP4_CSIC_2	P2549	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1571119	379	4690	75.3307799	1.927083333	0.466769226
MASTER_WP4_CSIC_2__P2555__bin.11	MASTER_WP4_CSIC_2	P2555	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2227960	329	9176	90.41666667	2.855902778	0.461005135
MASTER_WP4_CSIC_2__P2557__bin.8	MASTER_WP4_CSIC_2	P2557	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2117229	203	16848	93.76171875	0.572916667	0.463197887
MASTER_WP4_CSIC_2__P2566__bin.1	MASTER_WP4_CSIC_2	P2566	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1649546	243	8876	89.6875	2.777777778	0.461871933
MASTER_WP4_CSIC_2__P2568__bin.6	MASTER_WP4_CSIC_2	P2568	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2161437	103	27858	93.54166667	0.729166667	0.462336399
MASTER_WP4_CSIC_2__P2569__bin.26	MASTER_WP4_CSIC_2	P2569	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2122457	111	26564	95.27529762	0.3125	0.462769799
MASTER_WP4_CSIC_2__P2581__bin.19	MASTER_WP4_CSIC_2	P2581	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1782363	360	5457	81.71875	1.510416667	0.461557494
MASTER_WP4_CSIC_2__P2585__bin.15	MASTER_WP4_CSIC_2	P2585	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1330429	261	6131	76.8515625	3.333333333	0.464859079
