dataset_id	MAG_id	sample_id	SGB_assignment	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
GianvitoDP_2025	GianvitoDP_2025__SRR31346739__bin.12	SRR31346739	unassigned_eukaryote											24559519	2161	18163	0.0	8.74	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346739__bin.2	SRR31346739	unassigned_eukaryote											26710561	3130	12505	0.0	32.63	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346740__bin.20	SRR31346740	unassigned_eukaryote											22427591	1785	19232	0.0	7.29	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346740__bin.9	SRR31346740	unassigned_eukaryote											27479234	3135	12471	0.0	33.48	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346742__bin.22	SRR31346742	unassigned_eukaryote											23604507	2504	13322	0.0	40.7	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346742__bin.8	SRR31346742	unassigned_eukaryote											22032013	2057	15084	0.0	24.42	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346742__bin.9	SRR31346742	unassigned_eukaryote											25304243	3640	9090	42.21	22.14	0.44
GianvitoDP_2025	GianvitoDP_2025__SRR31346743__bin.27	SRR31346743	unassigned_eukaryote											23133669	1934	20105	0.0	25.56	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346743__bin.4	SRR31346743	unassigned_eukaryote											25374783	1815	20666	100.0	73.62	0.43
GianvitoDP_2025	GianvitoDP_2025__SRR31346743__bin.5	SRR31346743	unassigned_eukaryote											20927238	1407	24371	100.0	59.72	0.5
GianvitoDP_2025	GianvitoDP_2025__SRR31346743__bin.8	SRR31346743	unassigned_eukaryote											23373196	2012	16764	0.0	42.84	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346744__bin.12	SRR31346744	unassigned_eukaryote											32305140	9555	3649	0.0	21.68	0.54
GianvitoDP_2025	GianvitoDP_2025__SRR31346744__bin.16	SRR31346744	unassigned_eukaryote											25356489	1803	23597	0.0	22.63	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346744__bin.22	SRR31346744	unassigned_eukaryote											22925598	2006	16843	0.0	39.39	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346744__bin.8	SRR31346744	unassigned_eukaryote											17676995	2230	10691	100.0	63.1	0.49
GianvitoDP_2025	GianvitoDP_2025__SRR31346745__bin.4	SRR31346745	unassigned_eukaryote											22902745	2049	17108	0.0	12.44	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346745__bin.7	SRR31346745	unassigned_eukaryote											24558429	2828	12894	0.0	35.87	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346746__bin.11	SRR31346746	unassigned_eukaryote											27459040	1391	35105	0.0	21.27	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346746__bin.12	SRR31346746	unassigned_eukaryote											24391694	2447	15021	0.0	26.59	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346746__bin.14	SRR31346746	unassigned_eukaryote											25679940	4523	7365	40.63	24.23	0.44
GianvitoDP_2025	GianvitoDP_2025__SRR31346746__bin.9	SRR31346746	unassigned_eukaryote											17454310	1513	17913	100.0	52.36	0.49
GianvitoDP_2025	GianvitoDP_2025__SRR31346747__bin.1	SRR31346747	unassigned_eukaryote											18064729	4229	5185	42.9	12.88	0.68
GianvitoDP_2025	GianvitoDP_2025__SRR31346747__bin.13	SRR31346747	unassigned_eukaryote											24024191	1883	20210	0.0	23.77	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346747__bin.20	SRR31346747	unassigned_eukaryote											24657336	2552	14484	0.0	36.52	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346747__bin.6	SRR31346747	unassigned_eukaryote											19976406	1286	27440	100.0	58.07	0.5
GianvitoDP_2025	GianvitoDP_2025__SRR31346748__bin.18	SRR31346748	unassigned_eukaryote											21980044	2209	14275	0.0	12.16	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346748__bin.25	SRR31346748	unassigned_eukaryote											24427346	2607	13013	0.0	31.51	0.52
GianvitoDP_2025	GianvitoDP_2025__SRR31346749__bin.25	SRR31346749	unassigned_eukaryote											22744221	2132	14869	0.0	8.53	0.51
GianvitoDP_2025	GianvitoDP_2025__SRR31346749__bin.3	SRR31346749	unassigned_eukaryote											17844799	1676	15994	100.0	50.52	0.49
GianvitoDP_2025	GianvitoDP_2025__SRR31346749__bin.6	SRR31346749	unassigned_eukaryote											22864945	2149	14931	0.0	41.42	0.52
