dataset_id	MAG_id	sample_id	SGB_assignment	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
ParkJW_2025	ParkJW_2025__ERR13590178__bin.4	ERR13590178	assigned	SGB11395	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum_populi	5289400.0	661.0	11611.0	89.49	2.17	0.69
ParkJW_2025	ParkJW_2025__ERR13590206__bin.5	ERR13590206	assigned	SGB12136	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_veronii	6382796.0	481.0	19360.0	99.77	3.48	0.61
ParkJW_2025	ParkJW_2025__ERR13590189__bin.1	ERR13590189	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	4159027.0	1236.0	3709.0	81.74	1.25	0.66
ParkJW_2025	ParkJW_2025__ERR13590190__bin.10	ERR13590190	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	3970020.0	1231.0	3527.0	74.36	2.19	0.66
ParkJW_2025	ParkJW_2025__ERR13590190__bin.8	ERR13590190	assigned	SGB21893	kSGB	Species	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_lactis	5037478.0	1231.0	4917.0	82.88	0.66	0.37
ParkJW_2025	ParkJW_2025__ERR13590189__bin.4	ERR13590189	assigned	SGB21893	kSGB	Species	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_lactis	5510563.0	804.0	9728.0	94.65	1.74	0.37
ParkJW_2025	ParkJW_2025__ERR13590177__bin.14	ERR13590177	assigned	SGB179434	uSGB	Family	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	GGB133950	GGB133950_SGB179434	3948775.0	475.0	12262.0	81.95	0.7	0.65
ParkJW_2025	ParkJW_2025__ERR13590178__bin.11	ERR13590178	unassigned_prokaryote			Genus	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		3845074.0	364.0	19401.0	99.97	0.33	0.67
ParkJW_2025	ParkJW_2025__ERR13590178__bin.5	ERR13590178	unassigned_prokaryote			Genus	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium		4761078.0	491.0	13961.0	90.32	1.11	0.69
ParkJW_2025	ParkJW_2025__ERR13590189__bin.2	ERR13590189	unassigned_prokaryote			Genus	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		4922389.0	880.0	7493.0	93.44	0.88	0.39
ParkJW_2025	ParkJW_2025__ERR13590190__bin.5	ERR13590190	unassigned_prokaryote			Genus	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		4517888.0	1146.0	4514.0	79.58	1.5	0.39
