MAG_id	dataset_id	sample_id	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
MASTER_WP4_UNINA_1__PR207_71775__bin.3	MASTER_WP4_UNINA_1	PR207_71775	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	1600836	316	5616	71.86458333	3.197916667	0.461533224
MASTER_WP4_UNINA_1__AS001_71775__bin.20	MASTER_WP4_UNINA_1	AS001_71775	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2161978	124	30225	98.125	0.0	0.4596402
MASTER_WP4_UNINA_1__SC109_71775__bin.22	MASTER_WP4_UNINA_1	SC109_71775	SGB7196	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_brevis	2067267	205	12681	90.9356737	3.229166667	0.46364935
MASTER_WP4_UNINA_1__FO011_71775__bin.24	MASTER_WP4_UNINA_1	FO011_71775	SGB7216	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	3112323	235	24530	98.625	1.25	0.397590481
MASTER_WP4_UNINA_1__PR004_71775__bin.11	MASTER_WP4_UNINA_1	PR004_71775	SGB7216	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	2898041	171	43106	99.25	2.5	0.397577881
MASTER_WP4_UNINA_1__PR005_71775__bin.4	MASTER_WP4_UNINA_1	PR005_71775	SGB7216	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	2788402	304	13535	96.51041667	2.296401515	0.39893387
MASTER_WP4_UNINA_1__PR207_71775__bin.22	MASTER_WP4_UNINA_1	PR207_71775	SGB7216	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lentilactobacillus_hilgardii	2823742	115	35508	95.5	0.625	0.398975544
MASTER_WP4_UNINA_1__PT008_71775__bin.9	MASTER_WP4_UNINA_1	PT008_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1736342	94	33822	98.64130435	0.0	0.420517962
MASTER_WP4_UNINA_1__TO013_71775__bin.14	MASTER_WP4_UNINA_1	TO013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1327985	361	4124	67.78181978	1.902173913	0.417422637
MASTER_WP4_UNINA_1__SF013_71775__bin.7	MASTER_WP4_UNINA_1	SF013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1581456	171	11429	60.68965517	0.0	0.419180173
MASTER_WP4_UNINA_1__FI009_71775__bin.3	MASTER_WP4_UNINA_1	FI009_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	985475	41	53959	50.0	0.0	0.420624572
MASTER_WP4_UNINA_1__MV011_71775__bin.17	MASTER_WP4_UNINA_1	MV011_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1261529	46	43158	80.97826087	0.0	0.422516644
MASTER_WP4_UNINA_1__FO013_71775__bin.7	MASTER_WP4_UNINA_1	FO013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1995857	104	54406	96.73913043	0.0	0.420171385
MASTER_WP4_UNINA_1__SF011_73417__bin.10	MASTER_WP4_UNINA_1	SF011_73417	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1522451	199	9617	78.62778	1.105072464	0.421658234
MASTER_WP4_UNINA_1__SP109_71775__bin.11	MASTER_WP4_UNINA_1	SP109_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1709815	163	14326	72.78474399	0.0	0.419224302
MASTER_WP4_UNINA_1__FI109_71775__bin.2	MASTER_WP4_UNINA_1	FI109_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1464297	122	14382	91.85252204	1.086956522	0.423229031
MASTER_WP4_UNINA_1__ST007_71775__bin.12	MASTER_WP4_UNINA_1	ST007_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1506424	168	12283	70.68965517	3.448275862	0.424099058
MASTER_WP4_UNINA_1__TA003_71775__bin.13	MASTER_WP4_UNINA_1	TA003_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1581418	153	14532	93.29710145	0.203804348	0.422583403
MASTER_WP4_UNINA_1__AS005_71775__bin.6	MASTER_WP4_UNINA_1	AS005_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2233830	196	21911	93.93284642	0.377358491	0.349810415
MASTER_WP4_UNINA_1__CF008_71775__bin.1	MASTER_WP4_UNINA_1	CF008_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2353256	51	95896	99.24528302	0.377358491	0.350530499
MASTER_WP4_UNINA_1__PT008_71775__bin.6	MASTER_WP4_UNINA_1	PT008_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2274040	135	33990	98.59481916	0.946969697	0.349506165
MASTER_WP4_UNINA_1__PU010_71775__bin.11	MASTER_WP4_UNINA_1	PU010_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1359881	478	2996	63.33386626	0.978535354	0.350307858
MASTER_WP4_UNINA_1__AS006_71775__bin.4	MASTER_WP4_UNINA_1	AS006_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2261635	234	20178	94.69567864	0.377358491	0.349503788
MASTER_WP4_UNINA_1__AS107_71775__bin.18	MASTER_WP4_UNINA_1	AS107_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2125811	191	20067	97.9245283	1.572327044	0.349462864
MASTER_WP4_UNINA_1__AS111_71775__bin.6	MASTER_WP4_UNINA_1	AS111_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2253490	72	59468	89.50943396	0.660377358	0.348030832
MASTER_WP4_UNINA_1__AS112_71775__bin.6	MASTER_WP4_UNINA_1	AS112_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1945093	155	23512	94.58105092	0.566037736	0.350597632
MASTER_WP4_UNINA_1__AS212_71775__bin.11	MASTER_WP4_UNINA_1	AS212_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2051594	152	27987	97.26415094	0.503144654	0.350033194
MASTER_WP4_UNINA_1__TO013_71775__bin.3	MASTER_WP4_UNINA_1	TO013_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2247886	140	27254	98.79245283	0.377358491	0.349949686
MASTER_WP4_UNINA_1__AS207_73417__bin.3	MASTER_WP4_UNINA_1	AS207_73417	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2463423	76	76888	100.0	1.41509434	0.347781928
MASTER_WP4_UNINA_1__SF013_71775__bin.3	MASTER_WP4_UNINA_1	SF013_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2129123	307	9552	91.14178477	1.739892183	0.349639734
MASTER_WP4_UNINA_1__PA012_73417__bin.15	MASTER_WP4_UNINA_1	PA012_73417	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2413513	611	4393	88.06033999	3.693181818	0.344862447
MASTER_WP4_UNINA_1__PM002_71775__bin.18	MASTER_WP4_UNINA_1	PM002_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1785477	453	4711	70.71577847	2.037617555	0.347540181
MASTER_WP4_UNINA_1__PM003_71775__bin.2	MASTER_WP4_UNINA_1	PM003_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2372629	185	31228	95.88456076	1.729559748	0.348445543
MASTER_WP4_UNINA_1__PR107_71775__bin.4	MASTER_WP4_UNINA_1	PR107_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2509925	320	11672	93.4373098	2.13836478	0.34802514
MASTER_WP4_UNINA_1__MO007_73418__bin.3	MASTER_WP4_UNINA_1	MO007_73418	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2160377	385	7639	93.96964164	2.51572327	0.348579901
MASTER_WP4_UNINA_1__PR006_71775__bin.4	MASTER_WP4_UNINA_1	PR006_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1772872	452	4394	83.81132756	4.863980716	0.348895465
MASTER_WP4_UNINA_1__AS001_71775__bin.15	MASTER_WP4_UNINA_1	AS001_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2030046	54	123138	86.03773585	1.037735849	0.348826086
MASTER_WP4_UNINA_1__AS003_73417__bin.4	MASTER_WP4_UNINA_1	AS003_73417	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2060311	182	19813	91.80726314	1.320754717	0.350829074
MASTER_WP4_UNINA_1__AS102_71775__bin.1	MASTER_WP4_UNINA_1	AS102_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2288185	87	56895	93.51186853	0.0	0.34967365
MASTER_WP4_UNINA_1__CM008_71775__bin.19	MASTER_WP4_UNINA_1	CM008_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2142688	81	40685	98.10606061	0.0	0.350913432
MASTER_WP4_UNINA_1__FF007_71775__bin.1	MASTER_WP4_UNINA_1	FF007_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2026347	205	16595	87.71022172	2.095552297	0.348259701
MASTER_WP4_UNINA_1__MV011_71775__bin.4	MASTER_WP4_UNINA_1	MV011_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2009368	239	14266	80.830721	0.0	0.348544916
MASTER_WP4_UNINA_1__PB007_73417__bin.20	MASTER_WP4_UNINA_1	PB007_73417	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1367554	348	4813	59.48275862	0.0	0.348658993
MASTER_WP4_UNINA_1__PS007_71775__bin.1	MASTER_WP4_UNINA_1	PS007_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2072873	130	27994	96.78233952	1.073232323	0.35043102
MASTER_WP4_UNINA_1__PT014_71775__bin.2	MASTER_WP4_UNINA_1	PT014_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1932640	122	24309	90.43310463	0.503144654	0.349635731
MASTER_WP4_UNINA_1__SR008_71775__bin.24	MASTER_WP4_UNINA_1	SR008_71775	SGB7985	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	986466	43	28773	53.76242261	0.918273646	0.354510951
MASTER_WP4_UNINA_1__AS005_71775__bin.8	MASTER_WP4_UNINA_1	AS005_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1312865	315	5115	91.86604912	2.380952381	0.381984439
MASTER_WP4_UNINA_1__AS211_71775__bin.9	MASTER_WP4_UNINA_1	AS211_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1173229	33	86235	67.1957672	0.017067759	0.37783587
MASTER_WP4_UNINA_1__PU010_71775__bin.45	MASTER_WP4_UNINA_1	PU010_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1065864	42	37555	55.96518177	0.529100529	0.378872914
MASTER_WP4_UNINA_1__AS107_71775__bin.6	MASTER_WP4_UNINA_1	AS107_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1305695	104	21230	89.03396484	0.0	0.380123995
MASTER_WP4_UNINA_1__AS111_71775__bin.10	MASTER_WP4_UNINA_1	AS111_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1508912	39	85832	84.76275815	0.0	0.377885523
MASTER_WP4_UNINA_1__AS112_71775__bin.7	MASTER_WP4_UNINA_1	AS112_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1472576	304	6053	90.88979917	1.499118166	0.378870768
MASTER_WP4_UNINA_1__AS212_71775__bin.3	MASTER_WP4_UNINA_1	AS212_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1476359	187	10901	94.53262787	0.705467372	0.3801616
MASTER_WP4_UNINA_1__TO013_71775__bin.18	MASTER_WP4_UNINA_1	TO013_71775	SGB7126	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_mesenteroides	1627994	280	7408	96.51740136	1.710758377	0.377828174
