dataset_id	MAG_id	sample_id	SGB_assignment	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
BandlaA_2020	BandlaA_2020__SRR10585507__bin.5	SRR10585507	assigned	SGB8326	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales_unclassified	Exiguobacterium	Exiguobacterium_indicum	2006153.0	311.0	7931.0	66.79	2.03	0.48
BandlaA_2020	BandlaA_2020__SRR10585531__bin.13	SRR10585531	assigned	SGB10168	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_eucrina	3839223.0	67.0	97835.0	97.8	0.04	0.56
BandlaA_2020	BandlaA_2020__SRR10585497__bin.22	SRR10585497	assigned	SGB10343	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	2190358.0	674.0	3637.0	54.93	0.83	0.39
BandlaA_2020	BandlaA_2020__SRR10585513__bin.21	SRR10585513	assigned	SGB11386	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_radiotolerans	4052771.0	1131.0	3984.0	64.72	2.41	0.72
BandlaA_2020	BandlaA_2020__SRR10585558__bin.10	SRR10585558	assigned	SGB11386	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_radiotolerans	5233329.0	1145.0	5457.0	81.77	1.68	0.71
BandlaA_2020	BandlaA_2020__SRR10585558__bin.7	SRR10585558	assigned	SGB11671	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_hankookensis	3827482.0	244.0	24856.0	95.54	4.93	0.67
BandlaA_2020	BandlaA_2020__SRR10585558__bin.8	SRR10585558	assigned	SGB11680	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_yabuuchiae	4029351.0	538.0	11181.0	93.09	3.48	0.66
BandlaA_2020	BandlaA_2020__SRR10585531__bin.5	SRR10585531	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	3631669.0	828.0	5361.0	75.79	0.24	0.67
BandlaA_2020	BandlaA_2020__SRR10585528__bin.7	SRR10585528	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	2794476.0	1076.0	2673.0	55.55	0.92	0.67
BandlaA_2020	BandlaA_2020__SRR10585540__bin.8	SRR10585540	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	3506592.0	45.0	121051.0	77.4	0.21	0.66
BandlaA_2020	BandlaA_2020__SRR10585507__bin.8	SRR10585507	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	4949342.0	52.0	170774.0	99.95	0.0	0.66
BandlaA_2020	BandlaA_2020__SRR10585518__bin.4	SRR10585518	assigned	SGB12308	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oryzihabitans	4658857.0	597.0	11710.0	93.96	0.46	0.67
BandlaA_2020	BandlaA_2020__SRR10585495__bin.13	SRR10585495	assigned	SGB13068	kSGB	Species	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia_soli	6011414.0	90.0	129010.0	96.13	0.32	0.63
BandlaA_2020	BandlaA_2020__SRR10585516__bin.4	SRR10585516	assigned	SGB13068	kSGB	Species	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia_soli	6114942.0	157.0	75661.0	100.0	0.42	0.63
BandlaA_2020	BandlaA_2020__SRR10585497__bin.2	SRR10585497	assigned	SGB13068	kSGB	Species	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia_soli	6000818.0	79.0	134619.0	97.53	2.39	0.63
BandlaA_2020	BandlaA_2020__SRR10585515__bin.2	SRR10585515	assigned	SGB13068	kSGB	Species	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia_soli	5974949.0	435.0	20672.0	99.97	0.19	0.63
BandlaA_2020	BandlaA_2020__SRR10585513__bin.13	SRR10585513	assigned	SGB16750	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_nicotianae	2581482.0	621.0	4786.0	65.52	4.49	0.63
BandlaA_2020	BandlaA_2020__SRR10585513__bin.14	SRR10585513	assigned	SGB16752	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_mishrai	3399985.0	72.0	90684.0	99.87	0.88	0.6
BandlaA_2020	BandlaA_2020__SRR10585559__bin.4	SRR10585559	assigned	SGB16897	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_enclense	3063909.0	582.0	6865.0	85.45	1.5	0.7
BandlaA_2020	BandlaA_2020__SRR10585507__bin.4	SRR10585507	assigned	SGB16908	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_gawkjiense	2917962.0	219.0	22339.0	95.82	1.47	0.71
BandlaA_2020	BandlaA_2020__SRR10585540__bin.3	SRR10585540	assigned	SGB17541	kSGB	Species	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus_gobiensis	2981785.0	712.0	5017.0	74.81	3.33	0.7
BandlaA_2020	BandlaA_2020__SRR10585518__bin.13	SRR10585518	assigned	SGB31685	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_carotinifaciens	2481728.0	641.0	4519.0	69.22	0.57	0.68
BandlaA_2020	BandlaA_2020__SRR10585558__bin.9	SRR10585558	assigned	SGB32170	kSGB	Species	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aureimonas	Aureimonas_ureilytica	2218071.0	813.0	2844.0	50.81	2.84	0.68
BandlaA_2020	BandlaA_2020__SRR10585513__bin.23	SRR10585513	assigned	SGB56990	uSGB	Genus	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter_SGB56990	2597796.0	766.0	3780.0	74.33	3.37	0.68
BandlaA_2020	BandlaA_2020__SRR10585499__bin.2	SRR10585499	assigned	SGB69595	uSGB	Others	Bacteria	Candidatus_Parcubacteria	CFGB3756	OFGB3756	FGB3756	GGB49619	GGB49619_SGB69595	273554.0	91.0	3226.0	50.46	0.49	0.62
BandlaA_2020	BandlaA_2020__SRR10585495__bin.18	SRR10585495	assigned	SGB69611	uSGB	Others	Bacteria	Candidatus_Parcubacteria	CFGB23554	OFGB23554	FGB23554	GGB49635	GGB49635_SGB69611	489363.0	117.0	4587.0	51.71	1.56	0.49
BandlaA_2020	BandlaA_2020__SRR10585495__bin.3	SRR10585495	assigned	SGB69884	uSGB	Others	Bacteria	Bacteroidota	CFGB48830	OFGB48830	FGB48830	GGB49891	GGB49891_SGB69884	2232910.0	634.0	3768.0	56.64	1.05	0.48
BandlaA_2020	BandlaA_2020__SRR10585495__bin.10	SRR10585495	assigned	SGB69890	uSGB	Family	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	GGB49896	GGB49896_SGB69890	3396867.0	1320.0	2651.0	65.42	2.36	0.37
BandlaA_2020	BandlaA_2020__SRR10585497__bin.6	SRR10585497	assigned	SGB69890	uSGB	Family	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	GGB49896	GGB49896_SGB69890	3688241.0	1404.0	2706.0	69.91	4.37	0.38
BandlaA_2020	BandlaA_2020__SRR10585498__bin.14	SRR10585498	assigned	SGB69890	uSGB	Family	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	GGB49896	GGB49896_SGB69890	3237188.0	1275.0	2572.0	62.67	2.96	0.37
BandlaA_2020	BandlaA_2020__SRR10585540__bin.11	SRR10585540	assigned	SGB69902	uSGB	Family	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	GGB49908	GGB49908_SGB69902	4593793.0	101.0	83218.0	99.86	0.04	0.43
BandlaA_2020	BandlaA_2020__SRR10585529__bin.8	SRR10585529	assigned	SGB69902	uSGB	Family	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	GGB49908	GGB49908_SGB69902	2233339.0	606.0	4068.0	54.57	0.81	0.44
BandlaA_2020	BandlaA_2020__SRR10585518__bin.5	SRR10585518	assigned	SGB69902	uSGB	Family	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	GGB49908	GGB49908_SGB69902	3717675.0	397.0	12040.0	85.97	0.43	0.44
BandlaA_2020	BandlaA_2020__SRR10585528__bin.6	SRR10585528	assigned	SGB71215	uSGB	Others	Bacteria	Pseudomonadota	CFGB22434	OFGB22434	FGB22434	GGB51004	GGB51004_SGB71215	2926708.0	971.0	3220.0	79.13	3.15	0.61
BandlaA_2020	BandlaA_2020__SRR10585531__bin.6	SRR10585531	assigned	SGB71215	uSGB	Others	Bacteria	Pseudomonadota	CFGB22434	OFGB22434	FGB22434	GGB51004	GGB51004_SGB71215	2349778.0	883.0	2726.0	56.57	2.15	0.61
BandlaA_2020	BandlaA_2020__SRR10585527__bin.9	SRR10585527	assigned	SGB71215	uSGB	Others	Bacteria	Pseudomonadota	CFGB22434	OFGB22434	FGB22434	GGB51004	GGB51004_SGB71215	3039285.0	971.0	3371.0	77.22	2.49	0.61
BandlaA_2020	BandlaA_2020__SRR10585495__bin.9	SRR10585495	assigned	SGB71253	uSGB	Family	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	GGB51041	GGB51041_SGB71253	4072858.0	294.0	21524.0	97.57	1.69	0.62
BandlaA_2020	BandlaA_2020__SRR10585498__bin.11	SRR10585498	assigned	SGB71253	uSGB	Family	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	GGB51041	GGB51041_SGB71253	3947196.0	429.0	12726.0	100.0	0.89	0.62
BandlaA_2020	BandlaA_2020__SRR10585497__bin.12	SRR10585497	assigned	SGB71253	uSGB	Family	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	GGB51041	GGB51041_SGB71253	3963006.0	471.0	11472.0	89.15	1.97	0.62
BandlaA_2020	BandlaA_2020__SRR10585516__bin.6	SRR10585516	assigned	SGB73173	uSGB	Others	Bacteria	Bacillota	CFGB22501	OFGB22501	FGB22501	GGB52369	GGB52369_SGB73173	2932262.0	930.0	3401.0	63.39	2.83	0.49
BandlaA_2020	BandlaA_2020__SRR10585513__bin.4	SRR10585513	assigned	SGB73173	uSGB	Others	Bacteria	Bacillota	CFGB22501	OFGB22501	FGB22501	GGB52369	GGB52369_SGB73173	5252106.0	461.0	16030.0	95.38	2.53	0.48
BandlaA_2020	BandlaA_2020__SRR10585495__bin.29	SRR10585495	assigned	SGB73305	uSGB	Family	Bacteria	Verrucomicrobiota	Opitutia	Opitutales	Opitutaceae	GGB52440	GGB52440_SGB73305	4427719.0	263.0	29465.0	95.4	3.68	0.64
BandlaA_2020	BandlaA_2020__SRR10585498__bin.12	SRR10585498	assigned	SGB73389	uSGB	Family	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	GGB52518	GGB52518_SGB73389	5709308.0	545.0	14450.0	97.56	1.63	0.61
BandlaA_2020	BandlaA_2020__SRR10585495__bin.8	SRR10585495	assigned	SGB73389	uSGB	Family	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	GGB52518	GGB52518_SGB73389	5668222.0	398.0	21370.0	96.25	1.88	0.61
BandlaA_2020	BandlaA_2020__SRR10585497__bin.20	SRR10585497	assigned	SGB73396	uSGB	Family	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	GGB52523	GGB52523_SGB73396	5045602.0	956.0	6878.0	89.77	3.16	0.72
